798,308,28.298,0.72524,328,111
798,308,28.298,0.72524,479,119
798,308,28.298,0.72524,572,1
798,308,28.298,0.72524,257,245
798,308,28.298,0.72524,81,197
798,308,28.298,0.72524,133,351
798,308,28.298,0.72524,261,219
798,308,28.298,0.72524,444,83
798,308,28.298,0.72524,164,289
798,308,28.298,0.72524,1,405
798,308,28.298,0.72524,442,97
798,308,28.298,0.72524,209,186
798,308,28.298,0.72524,173,357
798,308,28.298,0.72524,547,22
798,308,28.298,0.72524,592,52
798,308,28.298,0.72524,94,216
798,308,28.298,0.72524,211,213
798,308,28.298,0.72524,575,56
798,308,28.298,0.72524,272,196
798,308,28.298,0.72524,274,139
798,308,28.298,0.72524,238,155
798,308,28.298,0.72524,175,200
798,308,28.298,0.72524,277,239
798,308,28.298,0.72524,79,190
798,308,28.298,0.72524,124,168
798,308,28.298,0.72524,429,123
798,308,28.298,0.72524,136,332
798,308,28.298,0.72524,521,115
798,308,28.298,0.72524,237,264
798,308,28.298,0.72524,459,113
798,308,28.298,0.72524,573,30
798,308,28.298,0.72524,302,187
798,308,28.298,0.72524,497,31
798,308,28.298,0.72524,205,182
798,308,28.298,0.72524,551,49
798,308,28.298,0.72524,211,237
798,308,28.298,0.72524,141,183
798,308,28.298,0.72524,267,184
798,308,28.298,0.72524,219,143
798,308,28.298,0.72524,487,97
798,308,28.298,0.72524,59,371
798,308,28.298,0.72524,251,142
798,308,28.298,0.72524,578,71
798,308,28.298,0.72524,165,158
798,308,28.298,0.72524,276,149
798,308,28.298,0.72524,257,132
798,308,28.298,0.72524,355,147
798,308,28.298,0.72524,533,65
798,308,28.298,0.72524,101,210
798,308,28.298,0.72524,196,317
