163,423,37.962,0.88665,379,105
163,423,37.962,0.88665,9,190
163,423,37.962,0.88665,1,201
163,423,37.962,0.88665,157,134
163,423,37.962,0.88665,113,142
163,423,37.962,0.88665,164,130
163,423,37.962,0.88665,444,102
163,423,37.962,0.88665,492,1
163,423,37.962,0.88665,108,173
163,423,37.962,0.88665,373,139
163,423,37.962,0.88665,10,236
163,423,37.962,0.88665,270,143
163,423,37.962,0.88665,446,72
163,423,37.962,0.88665,571,13
163,423,37.962,0.88665,548,1
163,423,37.962,0.88665,281,133
163,423,37.962,0.88665,39,147
163,423,37.962,0.88665,556,43
163,423,37.962,0.88665,358,103
163,423,37.962,0.88665,295,134
163,423,37.962,0.88665,1,173
163,423,37.962,0.88665,335,124
163,423,37.962,0.88665,408,93
163,423,37.962,0.88665,406,89
163,423,37.962,0.88665,545,17
163,423,37.962,0.88665,389,114
163,423,37.962,0.88665,579,30
163,423,37.962,0.88665,592,32
