516,20,44.686,0.93322,472,300
516,20,44.686,0.93322,69,429
516,20,44.686,0.93322,130,345
516,20,44.686,0.93322,234,344
516,20,44.686,0.93322,393,307
516,20,44.686,0.93322,156,338
516,20,44.686,0.93322,415,366
516,20,44.686,0.93322,191,321
516,20,44.686,0.93322,487,223
516,20,44.686,0.93322,431,260
516,20,44.686,0.93322,40,392
516,20,44.686,0.93322,338,314
516,20,44.686,0.93322,374,347
516,20,44.686,0.93322,422,287
516,20,44.686,0.93322,145,380
516,20,44.686,0.93322,35,441
516,20,44.686,0.93322,444,289
516,20,44.686,0.93322,372,291
516,20,44.686,0.93322,233,379
516,20,44.686,0.93322,557,224
516,20,44.686,0.93322,93,405
516,20,44.686,0.93322,131,383
516,20,44.686,0.93322,273,326
516,20,44.686,0.93322,128,358
516,20,44.686,0.93322,291,353
516,20,44.686,0.93322,123,380
516,20,44.686,0.93322,480,283
