17,229,46.554,0.90215,388,162
17,229,46.554,0.90215,514,87
17,229,46.554,0.90215,560,104
17,229,46.554,0.90215,139,178
17,229,46.554,0.90215,1,216
17,229,46.554,0.90215,288,187
17,229,46.554,0.90215,408,76
17,229,46.554,0.90215,310,170
17,229,46.554,0.90215,22,230
17,229,46.554,0.90215,197,214
17,229,46.554,0.90215,447,116
17,229,46.554,0.90215,384,136
17,229,46.554,0.90215,592,108
17,229,46.554,0.90215,31,254
17,229,46.554,0.90215,168,211
17,229,46.554,0.90215,184,253
17,229,46.554,0.90215,506,75
17,229,46.554,0.90215,284,169
17,229,46.554,0.90215,113,242
