311,461,45.066,0.97114,485,117
311,461,45.066,0.97114,531,502
311,461,45.066,0.97114,1,234
311,461,45.066,0.97114,572,503
311,461,45.066,0.97114,394,175
311,461,45.066,0.97114,482,545
311,461,45.066,0.97114,501,49
311,461,45.066,0.97114,154,243
311,461,45.066,0.97114,72,271
311,461,45.066,0.97114,565,51
311,461,45.066,0.97114,581,531
311,461,45.066,0.97114,498,584
311,461,45.066,0.97114,130,245
311,461,45.066,0.97114,394,226
311,461,45.066,0.97114,1,220
311,461,45.066,0.97114,275,179
311,461,45.066,0.97114,493,49
311,461,45.066,0.97114,396,162
311,461,45.066,0.97114,1,281
311,461,45.066,0.97114,337,187
311,461,45.066,0.97114,501,522
311,461,45.066,0.97114,87,252
311,461,45.066,0.97114,23,238
311,461,45.066,0.97114,319,212
311,461,45.066,0.97114,406,217
311,461,45.066,0.97114,421,167
311,461,45.066,0.97114,435,592
311,461,45.066,0.97114,537,47
311,461,45.066,0.97114,173,204
311,461,45.066,0.97114,550,17
311,461,45.066,0.97114,563,554
