133,271,42.889,0.93462,552,214
133,271,42.889,0.93462,36,438
133,271,42.889,0.93462,1,400
133,271,42.889,0.93462,85,354
133,271,42.889,0.93462,483,265
133,271,42.889,0.93462,233,340
133,271,42.889,0.93462,403,305
133,271,42.889,0.93462,79,334
133,271,42.889,0.93462,20,396
133,271,42.889,0.93462,145,334
133,271,42.889,0.93462,61,377
133,271,42.889,0.93462,571,231
133,271,42.889,0.93462,47,390
133,271,42.889,0.93462,348,287
133,271,42.889,0.93462,85,334
133,271,42.889,0.93462,426,274
133,271,42.889,0.93462,525,254
133,271,42.889,0.93462,1,421
133,271,42.889,0.93462,59,311
133,271,42.889,0.93462,24,366
133,271,42.889,0.93462,441,257
133,271,42.889,0.93462,51,419
133,271,42.889,0.93462,55,388
133,271,42.889,0.93462,548,228
133,271,42.889,0.93462,12,413
