681,37,46.593,0.5491,98,280
681,37,46.593,0.5491,317,255
681,37,46.593,0.5491,343,258
681,37,46.593,0.5491,592,541
681,37,46.593,0.5491,1,310
681,37,46.593,0.5491,135,297
681,37,46.593,0.5491,592,511
681,37,46.593,0.5491,547,545
681,37,46.593,0.5491,441,581
681,37,46.593,0.5491,386,204
681,37,46.593,0.5491,157,344
681,37,46.593,0.5491,536,170
681,37,46.593,0.5491,426,592
681,37,46.593,0.5491,115,313
681,37,46.593,0.5491,438,524
681,37,46.593,0.5491,108,325
681,37,46.593,0.5491,23,294
681,37,46.593,0.5491,592,550
681,37,46.593,0.5491,314,580
681,37,46.593,0.5491,94,272
681,37,46.593,0.5491,348,554
681,37,46.593,0.5491,531,140
681,37,46.593,0.5491,509,116
681,37,46.593,0.5491,552,145
681,37,46.593,0.5491,433,538
681,37,46.593,0.5491,339,176
681,37,46.593,0.5491,442,591
681,37,46.593,0.5491,565,135
681,37,46.593,0.5491,559,146
681,37,46.593,0.5491,1,305
681,37,46.593,0.5491,22,333
681,37,46.593,0.5491,106,339
681,37,46.593,0.5491,579,140
681,37,46.593,0.5491,264,587
681,37,46.593,0.5491,393,567
681,37,46.593,0.5491,216,262
681,37,46.593,0.5491,248,261
681,37,46.593,0.5491,131,347
681,37,46.593,0.5491,473,178
681,37,46.593,0.5491,269,250
681,37,46.593,0.5491,564,559
681,37,46.593,0.5491,274,581
